taxa	determinant	coefficient	stdev	pvalue	formula	method	n	freq
t217	General.Age	-0.33753643243453996	0.07547088583990212	1.3252587116708006e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t217	Reproductive.haschildrenTRUE	0.1992418638232646	0.15629921191397397	0.027432689793379823	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t217	Technical.dna_conc	-0.16842992222594433	0.061927086791782104	2.6176369351067435e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t218	(Intercept)	5.319268495876072	0.0841761696409035	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t218	General.Age	-0.33613421506308444	0.07535570639128669	2.1154152476163483e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t218	Reproductive.haschildrenTRUE	0.19698708303995846	0.15606620651672465	0.029841346884111157	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t218	Technical.dna_conc	-0.1531252236752944	0.06192836626087604	2.1311136380907242e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t219	(Intercept)	5.786745111848631	0.0861710946075366	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t219	General.Age	-0.27307740838424555	0.07751019250874361	2.0199381192463028e-8	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t219	Reproductive.haschildrenTRUE	0.017688191845902392	0.15948450955618707	0.8594608602714855	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t219	Technical.dna_conc	-0.267988290284911	0.06283878463560073	1.1750780364661395e-11	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t22	(Intercept)	5.320902234834089	0.08418499146844272	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t22	General.Age	-0.33444676212734864	0.07537613403366979	3.077716493505684e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t22	Reproductive.haschildrenTRUE	0.2017315145382356	0.15609706692808104	0.026312722719480156	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t22	Technical.dna_conc	-0.15466800771541295	0.061931322361557184	1.7992678038510768e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t220	(Intercept)	5.324987958260089	0.08420066543483591	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t220	General.Age	-0.3308507536906734	0.07539472630270412	6.161931208357314e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t220	Reproductive.haschildrenTRUE	0.19267800872655153	0.1561009772483744	0.034031082099378246	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t220	Technical.dna_conc	-0.14807521658138756	0.06196074068839073	4.13147620564063e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t221	(Intercept)	5.333385128454468	0.08425120523226298	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t221	General.Age	-0.32352916586049807	0.07555952509848636	2.546315743148879e-13	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t221	Reproductive.haschildrenTRUE	0.2163708641631818	0.15636348797583322	0.01761389792234745	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t221	Technical.dna_conc	-0.16496141212104215	0.061947502520672174	5.060883211741602e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t222	(Intercept)	5.317912360848038	0.08417167188687305	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t222	General.Age	-0.33556719480389074	0.07536453609304689	2.450608821782212e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t222	Reproductive.haschildrenTRUE	0.20462068355416213	0.15608603727835704	0.02416890780384362	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t222	Technical.dna_conc	-0.1532854272932545	0.06193258389707548	2.119965650914226e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t223	(Intercept)	5.321656778566254	0.08418807537831142	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t223	General.Age	-0.33122321674923394	0.07537926691109992	5.1657125842094367e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t223	Reproductive.haschildrenTRUE	0.18899302748383473	0.15606194117833416	0.03721595777873274	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t223	Technical.dna_conc	-0.154100144114514	0.06192089312954764	1.897605160367023e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t224	(Intercept)	5.331425452484197	0.08422870514483903	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t224	General.Age	-0.3321628191430707	0.07541526968306868	4.632242828297949e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t224	Reproductive.haschildrenTRUE	0.18336857771433424	0.15612563922164885	0.043415176940378136	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t224	Technical.dna_conc	-0.15860228727035522	0.061929444790947606	1.0895573652386562e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t225	(Intercept)	5.3175510770789325	0.08416730387441587	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t225	General.Age	-0.33683043474888463	0.07534884307733622	1.971303345455181e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t225	Reproductive.haschildrenTRUE	0.2014071168092466	0.15606155837380184	0.026498764799892004	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t225	Technical.dna_conc	-0.15667696040135093	0.06191293751430179	1.38706191909213e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t226	(Intercept)	5.40236758702568	0.0845755827106166	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t226	General.Age	-0.3105937165447891	0.0758755768758352	2.312233724608192e-12	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t226	Reproductive.haschildrenTRUE	0.1609033791810016	0.15676049204074066	0.07750620514683311	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t226	Technical.dna_conc	-0.15875754278366327	0.062154654349497206	1.1476519919427076e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t227	(Intercept)	5.31768259122238	0.08416696913512488	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t227	General.Age	-0.3361742775780698	0.07534287401833431	2.142941731821906e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t227	Reproductive.haschildrenTRUE	0.19672330773595134	0.1560457916509912	0.030123463141423314	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t227	Technical.dna_conc	-0.15406705946355514	0.06191690343561639	1.9081318091152863e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t228	(Intercept)	5.330616644057923	0.08422918715885225	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t228	General.Age	-0.3322512315717765	0.07543803774305824	3.8373393288596974e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t228	Reproductive.haschildrenTRUE	0.19484016672912155	0.15619961730558227	0.031393784980659846	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t228	Technical.dna_conc	-0.16165766485459035	0.061924830105974986	6.852966893386222e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t229	(Intercept)	5.324701984638842	0.08420732572452534	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t229	General.Age	-0.33599511227376455	0.07538474394383964	2.1741456477541537e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t229	Reproductive.haschildrenTRUE	0.19901026973433608	0.1561238036110338	0.028206326478221654	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t229	Technical.dna_conc	-0.15866293337383824	0.061930802003686475	1.0566787080337287e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t23	(Intercept)	5.335610396929917	0.08422875052000865	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t23	General.Age	-0.333143706894227	0.07538687223083183	4.8920834232947315e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t23	Reproductive.haschildrenTRUE	0.17586633926265102	0.15609787722195365	0.05370729401927218	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t23	Technical.dna_conc	-0.15868459823510278	0.061933293341723115	1.1766736819322704e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t230	(Intercept)	5.4384506753958535	0.0846612910634687	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t230	General.Age	-0.33497303891562646	0.07589874641583656	9.09893695769615e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t230	Reproductive.haschildrenTRUE	0.17067905718106277	0.15700884446081598	0.06524739240634045	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t230	Technical.dna_conc	-0.18316459881583608	0.06217248131033994	6.112585962666265e-7	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t231	(Intercept)	5.361516059089048	0.08438609808076551	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t231	General.Age	-0.31874587112992203	0.0756777758163142	4.3718102294320066e-13	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t231	Reproductive.haschildrenTRUE	0.18519133606517393	0.15651735908180134	0.04107470425512443	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t231	Technical.dna_conc	-0.17327894209281533	0.06198719364742378	1.4441019182036719e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t232	(Intercept)	5.382217509148469	0.08445282569100969	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t232	General.Age	-0.3487191257903094	0.07563954590993761	2.921381683697434e-15	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t232	Reproductive.haschildrenTRUE	0.22153710247701594	0.1567276203306702	0.015040611022921969	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t232	Technical.dna_conc	-0.17367916790492136	0.06210118516472025	1.5552325293538648e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t233	(Intercept)	5.462563136041444	0.08482370684318606	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t233	General.Age	-0.3168884494386123	0.07621696002434845	1.733679294075826e-12	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t233	Reproductive.haschildrenTRUE	0.20888824367853462	0.15751204545188952	0.023931932770520865	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t233	Technical.dna_conc	-0.19710357325583958	0.062274634306848806	7.482440086316704e-8	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t234	(Intercept)	5.34677098906814	0.08430962633314644	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t234	General.Age	-0.3327344608015846	0.07556541052108416	4.8293718029735955e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t234	Reproductive.haschildrenTRUE	0.21506894883843888	0.15645875195594097	0.01815496379296155	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t234	Technical.dna_conc	-0.16951768514508164	0.06198616319005374	2.6811638671842552e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t235	(Intercept)	5.318885066609579	0.08416858322980057	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t235	General.Age	-0.3376156083975039	0.07535488538551145	1.6613478806738364e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t235	Reproductive.haschildrenTRUE	0.20211721679381245	0.15609988519517892	0.025912034808044958	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t235	Technical.dna_conc	-0.1567301111841617	0.061914941274773413	1.3612312515914071e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t236	(Intercept)	5.32249601708704	0.08419102129791527	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t236	General.Age	-0.3386481884691466	0.07536964312819769	1.2655695832000127e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t236	Reproductive.haschildrenTRUE	0.20102395074957874	0.15612988142763704	0.026496821636239738	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t236	Technical.dna_conc	-0.159182403570749	0.0619143461314839	9.623888875873555e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t237	(Intercept)	5.318319832198415	0.08417136381766542	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t237	General.Age	-0.3350028790467671	0.07536531042051238	2.6255720070241965e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t237	Reproductive.haschildrenTRUE	0.20143686010943618	0.15608766524698664	0.026384787682254454	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t237	Technical.dna_conc	-0.15609494349571504	0.06191715489986429	1.4718389572407205e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t238	(Intercept)	5.356212702486605	0.08431834189384901	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t238	General.Age	-0.33894690258986526	0.07546573880268213	1.2977459411292426e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t238	Reproductive.haschildrenTRUE	0.17858605790494808	0.15632927724166484	0.048977719024033806	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t238	Technical.dna_conc	-0.17182488737928284	0.061946547385012415	1.8142138979389875e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t239	(Intercept)	5.322068398900761	0.08419353296194176	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t239	General.Age	-0.33007449533169686	0.07538885879045683	6.528869366910689e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t239	Reproductive.haschildrenTRUE	0.19301761445429744	0.1560851753784758	0.03347758721705094	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t239	Technical.dna_conc	-0.15344229272055493	0.06193030542173981	2.0851399571246713e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t24	(Intercept)	7.3746734699940735	0.0982600454834598	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t24	General.Age	-0.1380775432066243	0.0909280393575461	0.01932317091469639	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t24	Reproductive.haschildrenTRUE	0.07724168565633939	0.18307282127599864	0.5155570154425331	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t24	Technical.dna_conc	-0.4184660974330107	0.06986089912700337	4.7722294751528e-20	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t240	(Intercept)	5.327088197475968	0.08420611575496759	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t240	General.Age	-0.33515266394274873	0.07538063443670734	2.5957898650489433e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t240	Reproductive.haschildrenTRUE	0.19168741911715353	0.15610983920233032	0.03462588949300551	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t240	Technical.dna_conc	-0.15880646097408402	0.061923375900217695	1.0469611388863679e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t241	(Intercept)	5.478291667179678	0.08502264653580734	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t241	General.Age	-0.23456225446609558	0.07668637867554914	2.306989007101612e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t241	Reproductive.haschildrenTRUE	0.1969025972307498	0.157787260352921	0.05355922270463302	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t241	Technical.dna_conc	0.05343876419668402	0.0635594977638001	0.19332614501435771	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t242	(Intercept)	5.334598896425136	0.08423988467966147	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t242	General.Age	-0.3319631929843353	0.07543173983963106	4.447586530538693e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t242	Reproductive.haschildrenTRUE	0.1873203395056657	0.15618523626974648	0.03887034914193794	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t242	Technical.dna_conc	-0.1558916491837856	0.06195435149817139	1.501264939976936e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t243	(Intercept)	5.350841063268446	0.08430795820636786	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t243	General.Age	-0.34646248980321465	0.07545147959916108	3.104092539159401e-15	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t243	Reproductive.haschildrenTRUE	0.2047952010997384	0.15637356524654455	0.023837699455549748	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t243	Technical.dna_conc	-0.16683568531226817	0.06199554028807597	3.531456394323148e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t244	(Intercept)	5.340967385746211	0.0842614841131795	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t244	General.Age	-0.3284752495969819	0.07544553377693414	9.465107739892905e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t244	Reproductive.haschildrenTRUE	0.17924422797071743	0.15618713411650523	0.04867338437098084	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t244	Technical.dna_conc	-0.15800693618337833	0.0619613778961738	1.2127553693039995e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t245	(Intercept)	5.339924225090515	0.08429961193758796	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t245	General.Age	-0.31913796205451944	0.07554831195502157	4.0691415771109066e-13	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t245	Reproductive.haschildrenTRUE	0.18874946481992783	0.15628976354121601	0.037368283262946	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t245	Technical.dna_conc	-0.1566540220165673	0.061980653843061395	1.3519181009729036e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t246	(Intercept)	5.35151224884403	0.0843416336030598	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t246	General.Age	-0.32716534377361384	0.075545789993923	8.809784341911141e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t246	Reproductive.haschildrenTRUE	0.17915405664661635	0.15635330496948266	0.047547219475383797	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t246	Technical.dna_conc	-0.165071784696203	0.0619770063637351	4.2392085161204294e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t247	(Intercept)	5.376179186903488	0.08442457179173682	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t247	General.Age	-0.3386219964981043	0.07563571795809895	1.9732545826337532e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t247	Reproductive.haschildrenTRUE	0.20876618541933661	0.15665749421612915	0.022160493445791254	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t247	Technical.dna_conc	-0.1788928302069188	0.06205009015358366	7.755309355369344e-7	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t248	(Intercept)	5.349948924891866	0.08431590819787632	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t248	General.Age	-0.3246077092917386	0.07553771048246864	1.8419251040251764e-13	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t248	Reproductive.haschildrenTRUE	0.18159872107651237	0.15631443335320738	0.04574479721699117	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t248	Technical.dna_conc	-0.16623516422697676	0.061974515894582666	4.102926178735646e-6	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t249	(Intercept)	5.318941515765937	0.08417131245499469	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t249	General.Age	-0.33667559456605917	0.07534211097237373	1.941349631007849e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t249	Reproductive.haschildrenTRUE	0.1959506122534652	0.1560498420171844	0.0307511483155026	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t249	Technical.dna_conc	-0.15329136725667727	0.06192377008041851	2.0980213606329865e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t25	(Intercept)	5.316706792433415	0.0841620429677994	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t25	General.Age	-0.33848752708448	0.07533621183066505	1.4129483737339946e-14	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t25	Reproductive.haschildrenTRUE	0.20244340043378514	0.1560565055095845	0.02564744224556877	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t25	Technical.dna_conc	-0.1551840893301184	0.06191639754149536	1.657101770194789e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t250	(Intercept)	5.315455348363081	0.08415523996337657	0	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t250	General.Age	-0.3406512580531076	0.07533032847628593	9.702164653969629e-15	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t250	Reproductive.haschildrenTRUE	0.2117707606828972	0.1560881140936541	0.019630445509736787	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
t250	Technical.dna_conc	-0.1504142437468789	0.061951664943748395	3.0250737410343623e-5	~Reproductive.haschildren + Technical.dna_conc + General.Age	limmaVoom	3043	FALSE:1913, TRUE:1130
